event_id,event_time,user_id,content_id,event_type,playback_position_sec
e_0000378,2026-04-01 22:51:47,u_00052,c_0022,play_abandon,6690
e_0000379,2026-03-29 02:01:04,u_00188,c_0022,play_start,1930
e_0000380,2026-04-06 05:02:21,u_00127,c_0005,play_start,2833
e_0000381,2026-04-19 00:20:01,u_00019,c_0027,play_start,4517
e_0000382,2026-05-10 00:57:54,u_00123,c_0009,play_start,4068
e_0000383,2026-04-16 12:32:30,u_00130,c_0015,play_resume,6402
e_0000384,2026-03-29 22:58:11,u_00059,c_0002,play_pause,4376
e_0000385,2026-04-14 02:12:59,u_00156,c_0025,play_abandon,3949
e_0000386,2026-04-08 11:15:52,u_00014,c_0025,play_complete,5745
e_0000387,2026-05-19 20:31:53,u_00110,c_0036,play_abandon,3012
e_0000388,2026-05-06 10:01:57,u_00091,c_0013,play_pause,1900
e_0000389,2026-05-27 16:33:13,u_00024,c_0038,play_abandon,4653
e_0000390,2026-04-02 00:44:08,u_00012,c_0001,play_start,627
e_0000391,2026-04-29 18:41:58,u_00015,c_0009,play_resume,2864
e_0000392,2026-04-01 16:41:52,u_00155,c_0042,play_abandon,3258
e_0000393,2026-05-20 02:55:56,u_00123,c_0043,play_resume,4453
e_0000394,2026-04-12 00:07:38,u_00053,c_0032,play_pause,3633
e_0000395,2026-03-28 12:10:25,u_00183,c_0020,play_resume,7118
e_0000396,2026-04-24 15:39:16,u_00168,c_0016,play_abandon,4124
e_0000397,2026-05-05 10:14:21,u_00027,c_0004,play_complete,2291
e_0000398,2026-03-30 19:06:27,u_00021,c_0014,play_pause,2498
e_0000399,2026-05-14 20:36:14,u_00190,c_0036,play_pause,293
e_0000400,2026-04-29 03:11:31,u_00061,c_0045,play_start,174
e_0000401,2026-05-10 15:22:36,u_00128,c_0003,play_resume,6776
e_0000402,2026-05-10 04:35:29,u_00022,c_0004,play_start,7067
e_0000403,2026-04-29 22:45:47,u_00098,c_0025,play_complete,1510
e_0000404,2026-04-23 22:17:41,u_00169,c_0028,play_start,4436
e_0000405,2026-03-29 23:01:22,u_00196,c_0023,play_resume,6784
e_0000406,2026-04-20 17:11:59,u_00068,c_0049,play_resume,5945
e_0000407,2026-04-02 10:09:14,u_00160,c_0028,play_start,6614
e_0000408,2026-05-03 00:00:17,u_00028,c_0036,play_resume,7032
e_0000409,2026-04-30 05:13:24,u_00137,c_0030,play_abandon,2130
e_0000410,2026-04-28 00:00:45,u_00042,c_0025,play_pause,124
e_0000411,2026-03-28 15:54:45,u_00072,c_0044,play_abandon,2423
e_0000412,2026-05-02 22:20:43,u_00087,c_0037,play_resume,2201
e_0000413,2026-04-07 03:08:11,u_00169,c_0017,play_abandon,101
e_0000414,2026-04-21 02:39:07,u_00032,c_0020,play_resume,6943
e_0000415,2026-04-28 23:32:00,u_00046,c_0029,play_complete,303
e_0000416,2026-04-17 06:46:34,u_00092,c_0031,play_start,4747
e_0000417,2026-03-31 04:24:40,u_00021,c_0018,play_start,3608
e_0000418,2026-04-08 15:43:05,u_00047,c_0017,play_complete,1042
e_0000419,2026-05-16 19:04:21,u_00059,c_0041,play_start,1906
e_0000420,2026-05-25 18:16:28,u_00030,c_0042,play_complete,4750
e_0000421,2026-04-22 01:45:57,u_00082,c_0003,play_resume,2108
e_0000422,2026-04-03 12:25:15,u_00005,c_0044,play_start,4919
e_0000423,2026-05-21 21:27:32,u_00061,c_0023,play_start,4186
e_0000424,2026-05-14 13:23:37,u_00020,c_0016,play_complete,584
e_0000425,2026-04-01 14:50:59,u_00165,c_0028,play_resume,4972
e_0000426,2026-05-01 03:36:30,u_00093,c_0022,play_resume,5094
e_0000427,2026-05-04 22:41:01,u_00008,c_0011,play_pause,4843
e_0000428,2026-04-19 17:08:40,u_00007,c_0007,play_abandon,5863
e_0000429,2026-04-25 05:14:38,u_00200,c_0048,play_pause,3103
e_0000430,2026-04-15 00:50:36,u_00150,c_0003,play_start,633
e_0000431,2026-04-25 05:19:25,u_00058,c_0037,play_complete,4415
e_0000432,2026-04-03 07:08:57,u_00188,c_0008,play_abandon,3869
e_0000433,2026-04-24 09:39:43,u_00169,c_0034,play_pause,6848
e_0000434,2026-03-30 16:38:45,u_00148,c_0019,play_resume,1891
e_0000435,2026-04-10 20:15:45,u_00117,c_0021,play_complete,6003
e_0000436,2026-05-22 12:24:28,u_00105,c_0024,play_start,2967
e_0000437,2026-04-19 16:31:10,u_00168,c_0031,play_complete,1882
e_0000438,2026-03-29 06:44:11,u_00146,c_0009,play_complete,5522
e_0000439,2026-05-19 04:43:10,u_00150,c_0043,play_resume,2798
e_0000440,2026-05-22 10:33:28,u_00081,c_0008,play_pause,4718
e_0000441,2026-04-01 17:02:49,u_00127,c_0041,play_complete,127
e_0000442,2026-05-01 15:11:25,u_00043,c_0008,play_complete,6085
e_0000443,2026-04-02 22:06:33,u_00026,c_0009,play_start,5652
e_0000444,2026-05-19 07:04:27,u_00043,c_0005,play_complete,3459
e_0000445,2026-05-02 01:24:45,u_00091,c_0009,play_resume,975
e_0000446,2026-04-20 04:20:54,u_00087,c_0022,play_start,604
e_0000447,2026-03-28 09:01:34,u_00190,c_0023,play_complete,6067
e_0000448,2026-04-09 08:15:52,u_00112,c_0019,play_pause,5928
e_0000449,2026-03-30 07:54:51,u_00197,c_0038,play_start,4862
e_0000450,2026-04-14 03:30:36,u_00152,c_0024,play_resume,3592
e_0000451,2026-04-11 05:42:11,u_00046,c_0033,play_start,1902
e_0000452,2026-05-06 22:23:27,u_00077,c_0032,play_abandon,4749
e_0000453,2026-05-09 13:35:40,u_00131,c_0028,play_pause,1173
e_0000454,2026-04-01 00:46:33,u_00011,c_0048,play_abandon,2279
e_0000455,2026-05-07 20:37:42,u_00148,c_0040,play_pause,971
e_0000456,2026-04-26 09:45:04,u_00074,c_0018,play_pause,2363
e_0000457,2026-04-09 20:00:46,u_00067,c_0039,play_resume,1155
e_0000458,2026-04-22 07:11:50,u_00025,c_0014,play_start,4902
e_0000459,2026-04-23 17:59:29,u_00011,c_0035,play_start,3027
e_0000460,2026-03-28 05:32:14,u_00053,c_0019,play_complete,4267
e_0000461,2026-05-09 20:14:15,u_00033,c_0030,play_start,3640
e_0000462,2026-05-11 21:04:52,u_00111,c_0032,play_resume,5993
e_0000463,2026-05-05 21:12:10,u_00172,c_0008,play_pause,5958
e_0000464,2026-05-17 07:38:43,u_00020,c_0021,play_complete,5166
e_0000465,2026-04-14 21:14:16,u_00189,c_0033,play_resume,314
e_0000466,2026-03-29 01:09:27,u_00111,c_0007,play_resume,1559
e_0000467,2026-04-04 03:57:20,u_00143,c_0043,play_start,2014
e_0000468,2026-05-03 16:16:48,u_00036,c_0038,play_resume,3851
e_0000469,2026-04-05 18:13:29,u_00039,c_0032,play_resume,1079
e_0000470,2026-04-01 21:26:06,u_00051,c_0041,play_pause,26
e_0000471,2026-04-26 06:20:47,u_00112,c_0005,play_pause,317
e_0000472,2026-05-11 04:35:20,u_00108,c_0045,play_abandon,1922
e_0000473,2026-04-27 07:17:49,u_00164,c_0023,play_resume,6886
e_0000474,2026-04-15 08:28:10,u_00060,c_0019,play_complete,4897
e_0000475,2026-04-27 14:53:46,u_00092,c_0035,play_start,6184
e_0000476,2026-05-01 09:39:45,u_00196,c_0019,play_complete,948
e_0000477,2026-05-07 02:52:38,u_00046,c_0030,play_complete,5773
e_0000478,2026-04-01 08:06:09,u_00033,c_0050,play_complete,4923
e_0000479,2026-05-12 23:41:43,u_00106,c_0044,play_abandon,1762
e_0000480,2026-04-22 13:43:17,u_00105,c_0004,play_resume,3368
e_0000481,2026-04-30 11:43:02,u_00101,c_0029,play_start,2198
e_0000482,2026-05-13 13:19:08,u_00125,c_0047,play_start,2527
e_0000483,2026-05-13 05:03:50,u_00115,c_0027,play_abandon,1689
e_0000484,2026-05-20 04:20:39,u_00200,c_0041,play_pause,4955
e_0000485,2026-03-28 00:58:09,u_00139,c_0002,play_complete,739
e_0000486,2026-05-06 12:10:11,u_00200,c_0046,play_abandon,519
e_0000487,2026-04-24 17:36:26,u_00168,c_0004,play_pause,1286
e_0000488,2026-04-02 01:45:42,u_00138,c_0026,play_pause,3062
e_0000489,2026-05-14 06:13:45,u_00085,c_0027,play_start,295
e_0000490,2026-03-28 07:53:28,u_00006,c_0049,play_complete,6482
e_0000491,2026-05-17 14:40:59,u_00125,c_0003,play_pause,5173
e_0000492,2026-05-12 22:42:13,u_00198,c_0045,play_start,6660
e_0000493,2026-05-02 19:07:13,u_00097,c_0042,play_resume,7061
e_0000494,2026-05-23 07:13:15,u_00022,c_0005,play_complete,165
e_0000495,2026-04-04 06:21:02,u_00004,c_0048,play_pause,782
e_0000496,2026-04-07 11:47:07,u_00189,c_0038,play_abandon,7039
e_0000497,2026-04-30 07:12:59,u_00080,c_0021,play_resume,2245
e_0000498,2026-05-21 15:18:24,u_00118,c_0013,play_complete,3084
e_0000499,2026-05-22 16:33:25,u_00075,c_0028,play_resume,3959
e_0000500,2026-04-23 07:44:36,u_00073,c_0045,play_start,4071
e_0000501,2026-03-28 12:11:26,u_00187,c_0026,play_start,3704
e_0000502,2026-05-26 11:10:46,u_00058,c_0037,play_complete,3029
e_0000503,2026-05-21 03:40:39,u_00123,c_0037,play_pause,6632
e_0000504,2026-05-21 06:49:47,u_00162,c_0006,play_complete,4861
e_0000505,2026-05-18 11:20:07,u_00064,c_0006,play_complete,4287
e_0000506,2026-04-09 16:56:11,u_00186,c_0037,play_complete,2064
e_0000507,2026-04-10 13:06:51,u_00106,c_0020,play_start,2633
e_0000508,2026-04-19 10:05:00,u_00177,c_0037,play_resume,5655
e_0000509,2026-04-22 08:25:29,u_00054,c_0049,play_resume,5341
e_0000510,2026-04-28 01:29:28,u_00061,c_0021,play_abandon,7034
e_0000511,2026-05-22 20:32:16,u_00190,c_0047,play_start,3077
e_0000512,2026-05-27 18:26:13,u_00033,c_0049,play_start,1361
e_0000513,2026-04-02 20:57:04,u_00051,c_0029,play_complete,4056
e_0000514,2026-04-06 07:28:52,u_00044,c_0041,play_abandon,3425
e_0000515,2026-05-09 20:32:42,u_00103,c_0001,play_resume,4280
e_0000516,2026-04-01 12:23:19,u_00083,c_0040,play_pause,1159
e_0000517,2026-04-14 17:08:21,u_00075,c_0034,play_resume,4254
e_0000518,2026-04-27 09:46:01,u_00155,c_0017,play_resume,6117
e_0000519,2026-05-17 07:14:07,u_00185,c_0009,play_complete,80
e_0000520,2026-05-16 19:29:56,u_00082,c_0027,play_start,2554
e_0000521,2026-05-15 01:53:26,u_00180,c_0013,play_complete,2711
e_0000522,2026-04-18 09:21:50,u_00025,c_0004,play_start,2870
e_0000523,2026-04-01 16:37:20,u_00163,c_0036,play_start,1578
e_0000524,2026-04-05 10:22:14,u_00071,c_0019,play_resume,3008
e_0000525,2026-05-02 15:24:26,u_00160,c_0050,play_pause,634
e_0000526,2026-05-21 00:46:43,u_00152,c_0010,play_pause,2153
e_0000527,2026-05-19 07:22:19,u_00145,c_0007,play_complete,2704
e_0000528,2026-04-03 05:21:43,u_00148,c_0050,play_abandon,5476
e_0000529,2026-05-17 23:09:46,u_00122,c_0014,play_pause,748
e_0000530,2026-05-18 18:29:05,u_00158,c_0010,play_start,2648
e_0000531,2026-05-19 07:08:32,u_00020,c_0004,play_complete,5446
e_0000532,2026-05-08 07:11:53,u_00121,c_0021,play_pause,4588
e_0000533,2026-04-08 11:14:30,u_00101,c_0025,play_resume,2553
e_0000534,2026-04-24 21:03:22,u_00134,c_0021,play_pause,1360
e_0000535,2026-04-12 19:06:33,u_00163,c_0018,play_abandon,3617
e_0000536,2026-04-07 15:16:53,u_00126,c_0045,play_abandon,3566
e_0000537,2026-05-16 23:04:37,u_00167,c_0023,play_complete,6313
e_0000538,2026-04-11 10:46:21,u_00172,c_0023,play_abandon,7178
e_0000539,2026-05-04 18:00:13,u_00049,c_0025,play_start,1604
e_0000540,2026-04-24 17:59:23,u_00114,c_0024,play_resume,2690
e_0000541,2026-03-30 15:27:02,u_00025,c_0024,play_start,4970
e_0000542,2026-04-16 15:18:30,u_00070,c_0003,play_complete,359
e_0000543,2026-05-11 15:19:57,u_00179,c_0046,play_abandon,6744
e_0000544,2026-03-29 08:21:20,u_00008,c_0046,play_complete,4016
e_0000545,2026-04-10 03:11:26,u_00045,c_0031,play_start,312
e_0000546,2026-04-18 01:50:15,u_00095,c_0002,play_pause,7134
e_0000547,2026-05-01 20:56:32,u_00034,c_0006,play_start,2574
e_0000548,2026-05-10 17:18:21,u_00025,c_0035,play_start,2725
e_0000549,2026-03-31 01:49:03,u_00173,c_0021,play_abandon,5915
e_0000550,2026-05-27 02:34:34,u_00094,c_0034,play_start,532
e_0000551,2026-04-25 19:13:43,u_00050,c_0049,play_start,1413
e_0000552,2026-05-10 04:47:16,u_00114,c_0003,play_abandon,3352
e_0000553,2026-04-10 23:40:43,u_00045,c_0041,play_abandon,2872
e_0000554,2026-04-28 05:06:16,u_00031,c_0022,play_start,4638
e_0000555,2026-05-20 21:48:14,u_00119,c_0006,play_start,1520
e_0000556,2026-04-17 23:10:50,u_00082,c_0038,play_start,1781
e_0000557,2026-04-28 21:03:14,u_00164,c_0024,play_pause,2521
e_0000558,2026-03-28 17:12:12,u_00175,c_0042,play_pause,2543
e_0000559,2026-04-12 14:48:43,u_00014,c_0025,play_pause,4628
e_0000560,2026-05-13 17:42:04,u_00081,c_0027,play_pause,1450
e_0000561,2026-04-13 09:43:55,u_00076,c_0017,play_complete,2909
e_0000562,2026-05-05 03:26:32,u_00149,c_0024,play_pause,300
e_0000563,2026-05-18 06:23:47,u_00150,c_0025,play_complete,2841
e_0000564,2026-04-07 14:46:39,u_00166,c_0044,play_abandon,4518
e_0000565,2026-05-22 07:10:47,u_00191,c_0018,play_resume,1787
e_0000566,2026-05-25 20:26:18,u_00120,c_0017,play_pause,3892
e_0000567,2026-04-20 13:36:24,u_00036,c_0030,play_complete,5392
e_0000568,2026-05-07 01:53:20,u_00151,c_0003,play_resume,7121
e_0000569,2026-05-01 08:38:39,u_00003,c_0011,play_start,1532
e_0000570,2026-05-17 09:25:49,u_00092,c_0020,play_start,3596
e_0000571,2026-04-20 05:15:33,u_00158,c_0030,play_complete,3879
e_0000572,2026-04-11 12:21:39,u_00063,c_0017,play_complete,5558
e_0000573,2026-05-25 16:11:01,u_00103,c_0020,play_abandon,883
e_0000574,2026-04-08 15:23:35,u_00108,c_0028,play_abandon,233
e_0000575,2026-05-17 14:03:22,u_00042,c_0033,play_abandon,1625
e_0000576,2026-05-19 19:17:39,u_00146,c_0049,play_start,740
e_0000577,2026-05-18 12:30:35,u_00080,c_0050,play_pause,3773
e_0000578,2026-05-18 17:03:49,u_00001,c_0043,play_resume,2519
e_0000579,2026-05-12 17:32:55,u_00021,c_0012,play_pause,1262
e_0000580,2026-04-03 12:59:30,u_00176,c_0036,play_pause,2823
e_0000581,2026-04-22 02:34:16,u_00026,c_0031,play_pause,3869
e_0000582,2026-04-04 09:14:45,u_00172,c_0025,play_start,3175
e_0000583,2026-04-09 19:34:11,u_00033,c_0021,play_resume,2319
e_0000584,2026-04-02 10:21:35,u_00173,c_0047,play_abandon,587
e_0000585,2026-04-15 00:22:59,u_00089,c_0032,play_pause,4985
e_0000586,2026-05-12 12:36:39,u_00046,c_0050,play_abandon,6743
e_0000587,2026-04-19 11:01:56,u_00001,c_0040,play_pause,1131
e_0000588,2026-05-25 17:40:33,u_00128,c_0013,play_start,2781
e_0000589,2026-05-16 10:50:42,u_00099,c_0042,play_resume,3168
e_0000590,2026-05-25 15:33:49,u_00173,c_0031,play_pause,3262
e_0000591,2026-04-04 20:30:09,u_00175,c_0034,play_start,2836
e_0000592,2026-05-21 03:04:35,u_00176,c_0047,play_start,1317
e_0000593,2026-04-21 07:35:17,u_00082,c_0009,play_complete,94
e_0000594,2026-04-15 11:32:11,u_00125,c_0042,play_start,2481
e_0000595,2026-04-10 03:52:22,u_00109,c_0017,play_complete,4112
e_0000596,2026-04-27 01:38:06,u_00096,c_0050,play_abandon,2988
e_0000597,2026-04-30 06:11:36,u_00029,c_0012,play_start,1231
e_0000598,2026-03-28 01:22:44,u_00002,c_0022,play_pause,4218
e_0000599,2026-04-02 09:32:57,u_00158,c_0047,play_complete,2307
e_0000600,2026-04-02 08:30:37,u_00011,c_0008,play_start,4909
e_0000601,2026-05-11 10:38:17,u_00176,c_0024,play_resume,6281
e_0000602,2026-05-10 18:41:38,u_00007,c_0035,play_complete,143
e_0000603,2026-05-08 03:57:22,u_00115,c_0021,play_start,2926
e_0000604,2026-04-23 00:34:45,u_00188,c_0003,play_pause,688
e_0000605,2026-05-19 00:50:20,u_00137,c_0007,play_complete,3531
e_0000606,2026-04-28 01:20:45,u_00071,c_0023,play_abandon,4661
e_0000607,2026-05-23 13:36:58,u_00118,c_0003,play_pause,4991
e_0000608,2026-04-06 20:35:28,u_00186,c_0041,play_start,2767
e_0000609,2026-05-08 10:34:59,u_00164,c_0048,play_pause,6117
e_0000610,2026-04-16 00:03:55,u_00066,c_0047,play_complete,953
e_0000611,2026-05-11 14:20:28,u_00050,c_0037,play_abandon,6997
e_0000612,2026-04-06 22:36:24,u_00063,c_0045,play_complete,1762
e_0000613,2026-05-10 00:15:11,u_00195,c_0028,play_pause,2267
e_0000614,2026-05-25 04:34:02,u_00129,c_0043,play_pause,5555
e_0000615,2026-05-27 10:46:59,u_00073,c_0018,play_complete,5383
e_0000616,2026-05-10 09:21:10,u_00034,c_0018,play_resume,795
e_0000617,2026-05-26 01:39:46,u_00057,c_0015,play_start,5008
e_0000618,2026-04-12 04:07:31,u_00074,c_0047,play_abandon,3446
e_0000619,2026-05-06 06:35:30,u_00163,c_0039,play_abandon,102
e_0000620,2026-05-07 12:07:32,u_00088,c_0022,play_pause,3784
e_0000621,2026-05-14 06:15:50,u_00191,c_0032,play_complete,2094
e_0000622,2026-04-15 05:54:20,u_00104,c_0003,play_complete,4598
e_0000623,2026-05-14 00:26:37,u_00089,c_0006,play_resume,2390
e_0000624,2026-04-29 02:30:59,u_00193,c_0021,play_pause,5118
e_0000625,2026-04-18 12:23:33,u_00150,c_0011,play_complete,6266
e_0000626,2026-05-09 06:12:29,u_00006,c_0049,play_pause,3074
e_0000627,2026-05-03 04:05:53,u_00138,c_0009,play_start,3241
e_0000628,2026-05-20 05:41:49,u_00056,c_0014,play_pause,6282
e_0000629,2026-05-02 06:33:38,u_00200,c_0048,play_pause,3425
e_0000630,2026-05-07 12:19:54,u_00154,c_0018,play_resume,4114
e_0000631,2026-05-02 16:05:35,u_00138,c_0035,play_complete,6199
e_0000632,2026-04-05 09:49:01,u_00119,c_0019,play_pause,3277
e_0000633,2026-04-23 13:11:31,u_00074,c_0001,play_pause,5598
e_0000634,2026-04-20 03:33:34,u_00026,c_0025,play_complete,1547
e_0000635,2026-04-18 16:51:21,u_00163,c_0002,play_abandon,4123
e_0000636,2026-04-21 00:33:59,u_00021,c_0039,play_resume,4995
e_0000637,2026-04-21 03:29:17,u_00064,c_0011,play_start,3033
e_0000638,2026-04-19 03:35:25,u_00006,c_0048,play_abandon,7073
e_0000639,2026-04-28 12:13:05,u_00050,c_0011,play_pause,1435
e_0000640,2026-03-30 17:39:52,u_00121,c_0046,play_resume,530
e_0000641,2026-04-21 09:30:45,u_00008,c_0014,play_abandon,3634
e_0000642,2026-04-28 07:18:53,u_00062,c_0012,play_abandon,6863
e_0000643,2026-05-12 09:13:56,u_00085,c_0011,play_start,6132
e_0000644,2026-04-14 10:04:27,u_00009,c_0044,play_complete,7062
e_0000645,2026-04-07 10:43:04,u_00099,c_0005,play_abandon,991
e_0000646,2026-04-19 03:25:15,u_00184,c_0050,play_start,3592
e_0000647,2026-05-24 14:08:35,u_00124,c_0047,play_start,2976
e_0000648,2026-03-29 07:19:19,u_00103,c_0046,play_complete,3510
e_0000649,2026-05-18 15:11:08,u_00032,c_0007,play_abandon,6173
e_0000650,2026-05-17 12:33:18,u_00029,c_0047,play_resume,1162
e_0000651,2026-05-14 15:53:39,u_00063,c_0031,play_start,3753
e_0000652,2026-04-09 16:11:44,u_00182,c_0032,play_resume,2419
e_0000653,2026-05-06 09:15:44,u_00177,c_0029,play_abandon,2255
e_0000654,2026-04-09 19:50:27,u_00153,c_0003,play_resume,212
e_0000655,2026-04-21 12:14:42,u_00057,c_0024,play_resume,5864
e_0000656,2026-04-17 14:29:15,u_00041,c_0037,play_complete,5515
e_0000657,2026-04-10 01:51:51,u_00076,c_0010,play_abandon,2394
e_0000658,2026-04-17 16:58:06,u_00099,c_0017,play_pause,4777
e_0000659,2026-04-20 23:43:37,u_00078,c_0010,play_abandon,6106
e_0000660,2026-04-27 04:02:50,u_00133,c_0026,play_resume,5274
e_0000661,2026-04-03 07:39:27,u_00040,c_0038,play_resume,3096
e_0000662,2026-05-17 07:29:49,u_00125,c_0042,play_complete,3111
e_0000663,2026-03-28 21:38:46,u_00004,c_0043,play_resume,1691
e_0000664,2026-05-10 04:10:14,u_00058,c_0010,play_start,5324
e_0000665,2026-04-26 09:23:02,u_00051,c_0023,play_start,6881
e_0000666,2026-03-31 16:12:48,u_00192,c_0034,play_resume,5441
e_0000667,2026-04-17 20:38:28,u_00009,c_0026,play_start,2223
e_0000668,2026-04-03 00:25:05,u_00142,c_0035,play_start,6536
e_0000669,2026-04-21 07:44:45,u_00015,c_0029,play_resume,6531
e_0000670,2026-04-13 03:05:45,u_00190,c_0012,play_pause,5649
e_0000671,2026-05-16 22:21:43,u_00184,c_0030,play_abandon,2273
e_0000672,2026-05-15 00:06:02,u_00024,c_0048,play_start,1085
e_0000673,2026-05-24 17:45:45,u_00134,c_0020,play_abandon,6239
e_0000674,2026-04-28 20:25:04,u_00149,c_0031,play_start,2612
e_0000675,2026-05-15 08:52:32,u_00163,c_0005,play_start,3899
e_0000676,2026-04-23 05:46:22,u_00051,c_0007,play_complete,2457
e_0000677,2026-04-20 10:04:03,u_00146,c_0001,play_start,5898
e_0000678,2026-04-16 17:22:09,u_00114,c_0050,play_abandon,6189
e_0000679,2026-05-11 10:21:43,u_00117,c_0001,play_complete,5170
e_0000680,2026-04-25 08:27:42,u_00046,c_0022,play_resume,2164
e_0000681,2026-05-06 15:16:25,u_00137,c_0016,play_abandon,2529
e_0000682,2026-05-20 18:29:00,u_00161,c_0029,play_resume,4174
e_0000683,2026-05-17 18:55:12,u_00121,c_0032,play_complete,5513
e_0000684,2026-03-29 09:38:20,u_00078,c_0007,play_abandon,6738
e_0000685,2026-04-08 20:11:46,u_00047,c_0013,play_pause,2516
e_0000686,2026-05-07 07:29:54,u_00129,c_0020,play_resume,4993
e_0000687,2026-04-14 19:39:50,u_00054,c_0037,play_pause,6278
e_0000688,2026-04-03 18:20:18,u_00102,c_0011,play_pause,2667
e_0000689,2026-04-16 04:09:34,u_00133,c_0031,play_resume,1873
e_0000690,2026-03-29 14:36:51,u_00068,c_0031,play_resume,2733
e_0000691,2026-04-04 00:39:32,u_00187,c_0023,play_resume,3484
e_0000692,2026-04-09 10:59:12,u_00145,c_0026,play_complete,453
e_0000693,2026-04-16 19:30:11,u_00105,c_0023,play_resume,159
e_0000694,2026-05-14 02:14:44,u_00181,c_0013,play_resume,6820
e_0000695,2026-05-07 10:09:36,u_00096,c_0002,play_resume,4571
e_0000696,2026-05-15 17:20:28,u_00144,c_0048,play_complete,7015
e_0000697,2026-05-23 16:49:40,u_00071,c_0007,play_complete,5908
e_0000698,2026-03-28 22:10:18,u_00152,c_0031,play_complete,5634
e_0000699,2026-05-12 15:21:23,u_00181,c_0032,play_complete,485
e_0000700,2026-04-17 13:42:26,u_00026,c_0004,play_resume,3589
e_0000701,2026-04-27 19:03:13,u_00073,c_0008,play_start,2658
e_0000702,2026-05-01 19:04:51,u_00199,c_0047,play_abandon,2448
e_0000703,2026-04-22 21:31:45,u_00147,c_0013,play_resume,4691
e_0000704,2026-04-15 15:24:27,u_00140,c_0049,play_resume,5648
e_0000705,2026-04-08 21:04:10,u_00006,c_0009,play_resume,6991
e_0000706,2026-04-29 00:03:47,u_00093,c_0050,play_pause,2631
e_0000707,2026-04-28 12:38:48,u_00120,c_0015,play_resume,2091
e_0000708,2026-03-29 23:51:53,u_00155,c_0048,play_complete,3500
e_0000709,2026-04-06 22:06:27,u_00102,c_0032,play_start,4196
e_0000710,2026-04-21 10:57:28,u_00096,c_0002,play_resume,6472
e_0000711,2026-05-09 05:38:20,u_00138,c_0032,play_start,6016
e_0000712,2026-05-22 06:10:53,u_00020,c_0037,play_abandon,1296
e_0000713,2026-04-21 09:20:19,u_00132,c_0006,play_pause,6159
e_0000714,2026-04-14 10:07:43,u_00019,c_0050,play_complete,3696
e_0000715,2026-04-16 13:55:49,u_00190,c_0010,play_abandon,2783
e_0000716,2026-04-08 01:12:08,u_00117,c_0034,play_complete,175
e_0000717,2026-05-09 23:20:07,u_00103,c_0037,play_complete,154
e_0000718,2026-05-07 10:50:44,u_00003,c_0015,play_pause,4787
e_0000719,2026-05-07 06:30:19,u_00173,c_0050,play_pause,6307
e_0000720,2026-03-31 01:04:24,u_00148,c_0023,play_pause,1547
e_0000721,2026-05-14 14:48:54,u_00198,c_0010,play_start,4369
e_0000722,2026-04-08 19:25:38,u_00155,c_0003,play_start,2682
e_0000723,2026-04-15 17:47:41,u_00081,c_0015,play_pause,3475
e_0000724,2026-03-29 17:10:38,u_00070,c_0015,play_start,1124
e_0000725,2026-04-04 11:58:32,u_00113,c_0008,play_pause,3116
e_0000726,2026-04-29 11:47:47,u_00013,c_0029,play_complete,4835
e_0000727,2026-05-16 07:01:23,u_00032,c_0006,play_abandon,996
e_0000728,2026-05-14 20:28:13,u_00042,c_0049,play_abandon,2935
e_0000729,2026-05-01 17:46:55,u_00192,c_0021,play_abandon,2947
e_0000730,2026-04-25 20:30:59,u_00123,c_0017,play_start,3113
e_0000731,2026-04-03 20:37:37,u_00108,c_0026,play_resume,6852
e_0000732,2026-03-28 03:40:46,u_00017,c_0028,play_start,5328
e_0000733,2026-04-01 08:58:43,u_00165,c_0025,play_resume,371
e_0000734,2026-05-16 05:59:52,u_00037,c_0016,play_abandon,1275
e_0000735,2026-04-27 22:56:22,u_00036,c_0045,play_pause,7097
e_0000736,2026-05-09 12:20:34,u_00190,c_0043,play_pause,3434
e_0000737,2026-03-29 07:50:13,u_00045,c_0012,play_pause,2990
e_0000738,2026-05-26 08:46:41,u_00029,c_0011,play_complete,5122
e_0000739,2026-04-18 13:58:10,u_00096,c_0017,play_start,2716
e_0000740,2026-05-25 00:04:51,u_00008,c_0031,play_complete,380
e_0000741,2026-04-09 04:13:27,u_00139,c_0025,play_pause,1295
e_0000742,2026-05-05 16:54:34,u_00026,c_0001,play_start,920
e_0000743,2026-05-01 06:31:52,u_00122,c_0030,play_abandon,6630
e_0000744,2026-05-08 08:29:03,u_00164,c_0001,play_resume,1050
e_0000745,2026-04-23 12:20:18,u_00083,c_0043,play_start,3914
e_0000746,2026-04-04 05:47:52,u_00127,c_0048,play_pause,4216
e_0000747,2026-05-13 02:54:13,u_00034,c_0010,play_start,5875
e_0000748,2026-04-01 04:53:45,u_00104,c_0019,play_pause,2053
e_0000749,2026-04-15 14:38:15,u_00048,c_0047,play_complete,5475
e_0000750,2026-04-24 05:03:43,u_00152,c_0034,play_pause,2686
e_0000751,2026-04-15 19:22:13,u_00109,c_0024,play_start,6127
e_0000752,2026-05-24 17:49:00,u_00099,c_0041,play_pause,5198
e_0000753,2026-05-17 11:40:00,u_00009,c_0016,play_abandon,3938
e_0000754,2026-05-15 03:04:08,u_00124,c_0023,play_abandon,3323
e_0000755,2026-04-28 04:43:26,u_00116,c_0014,play_complete,965
e_0000756,2026-04-16 07:00:39,u_00191,c_0018,play_resume,1526
